source,year,month,iso3,hooks,sets,lat_index,lon_index,region,region_CCSBT
wcpfc,2017,9,COK,441193.0,0,-3.0,-33.0,Other_Region,Other_Region
iotc,2019,3,MYS,800.0,0,-3.0,17.0,Other_Region,Other_Region
wcpfc,2017,3,PNG,275625.0,0,-3.0,29.0,Other_Region,Other_Region
wcpfc,2018,8,SLB,420680.0,0,-3.0,32.0,Other_Region,Other_Region
wcpfc,2019,11,SLB,810969.0,0,-3.0,31.0,Other_Region,Other_Region
iccat,2017,2,TWN,9860.0,0,-3.0,-1.0,Other_Region,Other_Region
iattc,2017,6,VUT,4300.0,0,-3.0,-21.0,Other_Region,Other_Region
iattc,2018,4,USA,66354.0,32,4.0,-27.0,Other_Region,Other_Region
,2019,3,CHN,0.0,5,4.0,32.0,Other_Region,Other_Region
,2019,5,TWN,0.0,1,4.0,28.0,Other_Region,Other_Region
,2018,2,USA,0.0,2,4.0,-35.0,Other_Region,Other_Region
,2019,4,TWN,0.0,1,4.0,25.0,Other_Region,Other_Region
,2018,5,TWN,0.0,22,4.0,34.0,Other_Region,Other_Region
,2019,5,CHN,0.0,2,4.0,24.0,Other_Region,Other_Region
,2019,4,JPN,0.0,2,4.0,27.0,Other_Region,Other_Region
iattc,2017,2,USA,138800.0,11,4.0,-27.0,Other_Region,Other_Region
,2018,6,BLZ,0.0,4,4.0,-7.0,Other_Region,Other_Region
iattc,2017,2,USA,21572.0,3,4.0,-28.0,Other_Region,Other_Region
,2018,5,JPN,0.0,39,4.0,28.0,Other_Region,Other_Region
,2019,1,JPN,0.0,16,4.0,32.0,Other_Region,Other_Region
iccat,2019,11,JPN,280686.0,85,4.0,-4.0,Other_Region,Other_Region
iccat,2018,7,TWN,72310.0,6,4.0,-8.0,Other_Region,Other_Region
,2019,1,JPN,0.0,1,4.0,35.0,Other_Region,Other_Region
,2019,2,VUT,0.0,33,4.0,34.0,Other_Region,Other_Region
,2019,12,TWN,0.0,2,4.0,26.0,Other_Region,Other_Region
,2017,11,JPN,0.0,75,4.0,28.0,Other_Region,Other_Region
,2017,3,USA,0.0,1,4.0,-35.0,Other_Region,Other_Region
wcpfc,2017,12,USA,1875882.0,242,4.0,-32.0,Other_Region,Other_Region
,2019,10,TWN,0.0,127,4.0,24.0,Other_Region,Other_Region
,2019,1,TWN,0.0,8,4.0,31.0,Other_Region,Other_Region
,2019,12,TWN,0.0,4,4.0,30.0,Other_Region,Other_Region
,2019,12,USA,0.0,17,4.0,-33.0,Other_Region,Other_Region
,2018,1,CHN,0.0,2,4.0,23.0,Other_Region,Other_Region
,2017,5,JPN,0.0,1,4.0,25.0,Other_Region,Other_Region
wcpfc,2017,10,,0.0,0,4.0,33.0,Other_Region,Other_Region
wcpfc,2017,12,,0.0,0,4.0,27.0,Other_Region,Other_Region
iccat,2018,5,MEX,37254.0,0,4.0,-20.2,Other_Region,Other_Region
iccat,2018,7,MEX,34838.0,0,4.0,-19.6,Other_Region,Other_Region
iccat,2017,1,USA,16920.0,0,4.0,-17.0,Other_Region,Other_Region
iccat,2017,4,USA,15896.0,0,4.0,-17.0,Other_Region,Other_Region
iccat,2018,3,VCT,2400.0,0,4.0,-10.0,Other_Region,Other_Region
,2019,5,IND,0.0,12,4.0,13.0,Other_Region,Other_Region
,2019,1,JPN,0.0,7,4.0,-36.0,Other_Region,Other_Region
,2018,10,TWN,0.0,1,4.0,22.0,Other_Region,Other_Region
,2018,1,TWN,0.0,5,4.0,29.0,Other_Region,Other_Region
,2019,5,JPN,0.0,1,4.0,25.0,Other_Region,Other_Region
,2018,5,TWN,0.0,6,4.0,23.0,Other_Region,Other_Region
,2018,5,ESP,0.0,1,4.0,-5.0,Other_Region,Other_Region
iccat,2017,11,JPN,364059.0,109,4.0,-4.0,Other_Region,Other_Region
,2019,12,TWN,0.0,22,4.0,-36.0,Other_Region,Other_Region
,2019,12,CHN,0.0,6,4.0,-35.0,Other_Region,Other_Region
,2019,2,JPN,0.0,1,4.0,26.0,Other_Region,Other_Region
,2019,10,CHN,0.0,1,4.0,22.0,Other_Region,Other_Region
,2018,12,TWN,0.0,20,4.0,32.0,Other_Region,Other_Region
,2019,9,TWN,0.0,6,4.0,31.0,Other_Region,Other_Region
wcpfc,2017,1,,0.0,0,4.0,32.0,Other_Region,Other_Region
wcpfc,2017,7,,0.0,0,4.0,23.0,Other_Region,Other_Region
wcpfc,2017,11,,0.0,0,4.0,28.0,Other_Region,Other_Region
wcpfc,2017,12,,0.0,0,4.0,31.0,Other_Region,Other_Region
wcpfc,2018,3,,0.0,0,4.0,34.0,Other_Region,Other_Region
wcpfc,2019,2,,0.0,0,4.0,26.0,Other_Region,Other_Region
wcpfc,2019,6,,0.0,0,4.0,24.0,Other_Region,Other_Region
wcpfc,2019,6,,0.0,0,4.0,35.0,Other_Region,Other_Region
iattc,2018,11,CHN,930.0,0,4.0,-25.0,Other_Region,Other_Region
iotc,2018,8,IND,2415.0,0,4.0,14.0,Other_Region,Other_Region
iccat,2018,4,MEX,1686.0,0,4.0,-19.8,Other_Region,Other_Region
iccat,2018,11,MEX,648.0,0,4.0,-20.0,Other_Region,Other_Region
iccat,2019,1,MEX,1104.0,0,4.0,-19.6,Other_Region,Other_Region
,2019,11,JPN,0.0,9,4.0,26.0,Other_Region,Other_Region
,2018,2,ESP,0.0,1,4.0,-4.0,Other_Region,Other_Region
iattc,2017,11,USA,104455.0,33,4.0,-30.0,Other_Region,Other_Region
,2019,8,TWN,0.0,2,4.0,25.0,Other_Region,Other_Region
,2019,5,,0.0,4,4.0,-32.0,Other_Region,Other_Region
,2019,5,USA,0.0,2,4.0,-30.0,Other_Region,Other_Region
iccat,2018,12,JPN,8755.0,2,4.0,-5.0,Other_Region,Other_Region
,2017,11,CHN,0.0,1,4.0,-9.0,Other_Region,Other_Region
,2018,12,JPN,0.0,1,4.0,33.0,Other_Region,Other_Region
wcpfc,2017,11,TWN,236276.00000000003,52,4.0,29.0,Other_Region,Other_Region
,2017,5,TWN,0.0,17,4.0,35.0,Other_Region,Other_Region
,2019,2,TWN,0.0,4,4.0,31.0,Other_Region,Other_Region
,2019,10,USA,0.0,3,4.0,-28.0,Other_Region,Other_Region
iattc,2019,4,USA,174719.0,15,4.0,-27.0,Other_Region,Other_Region
iattc,2017,5,USA,63890.0,16,4.0,-29.0,Other_Region,Other_Region
,2018,10,PRT,0.0,4,4.0,-6.0,Other_Region,Other_Region
,2017,9,JPN,0.0,1,4.0,26.0,Other_Region,Other_Region
iattc,2019,9,USA,57326.0,12,4.0,-30.0,Other_Region,Other_Region
,2019,8,VUT,0.0,5,4.0,31.0,Other_Region,Other_Region
iccat,2018,9,JPN,12332.0,5,4.0,-5.0,Other_Region,Other_Region
wcpfc,2017,12,USA,1100180.0,108,4.0,-31.0,Other_Region,Other_Region
wcpfc,2018,1,JPN,216596.0,149,4.0,30.0,Other_Region,Other_Region
,2017,1,ESP,0.0,23,4.0,-5.0,Other_Region,Other_Region
wcpfc,2017,12,,0.0,0,4.0,29.0,Other_Region,Other_Region
wcpfc,2019,4,,0.0,0,4.0,25.0,Other_Region,Other_Region
wcpfc,2019,8,,0.0,0,4.0,23.0,Other_Region,Other_Region
iccat,2018,12,MEX,1178.0,0,4.0,-20.2,Other_Region,Other_Region
iccat,2019,5,MEX,23671.0,0,4.0,-20.0,Other_Region,Other_Region
,2018,3,CHN,0.0,2,4.0,17.0,Other_Region,Other_Region
iattc,2019,12,USA,21944.0,4,4.0,-27.0,Other_Region,Other_Region
,2018,11,CHN,0.0,1,4.0,22.0,Other_Region,Other_Region
,2017,11,TWN,0.0,2,4.0,22.0,Other_Region,Other_Region
wcpfc,2019,11,USA,2131013.0,273,4.0,-31.0,Other_Region,Other_Region
wcpfc,2017,3,USA,210333.0,23,4.0,-31.0,Other_Region,Other_Region
,2018,2,VUT,0.0,7,4.0,-35.0,Other_Region,Other_Region
,2018,10,JPN,0.0,143,4.0,30.0,Other_Region,Other_Region
,2018,11,TWN,0.0,5,4.0,30.0,Other_Region,Other_Region
,2019,4,CHN,0.0,5,4.0,-36.0,Other_Region,Other_Region
iattc,2017,3,USA,12600.0,2,4.0,-26.0,Other_Region,Other_Region
,2018,2,KOR,0.0,1,4.0,34.0,Other_Region,Other_Region
iccat,2019,1,JPN,14983.0,5,4.0,-6.0,Other_Region,Other_Region
,2018,4,,0.0,1,4.0,-10.0,Other_Region,Other_Region
wcpfc,2018,10,USA,839634.0,214,4.0,-32.0,Other_Region,Other_Region
iccat,2019,7,TWN,128400.0,23,4.0,-8.0,Other_Region,Other_Region
,2019,5,,0.0,7,4.0,-11.0,Other_Region,Other_Region
wcpfc,2017,1,,0.0,0,4.0,27.0,Other_Region,Other_Region
wcpfc,2017,3,,0.0,0,4.0,33.0,Other_Region,Other_Region
wcpfc,2017,5,,0.0,0,4.0,-31.0,Other_Region,Other_Region
wcpfc,2017,10,,0.0,0,4.0,23.0,Other_Region,Other_Region
wcpfc,2018,6,,0.0,0,4.0,27.0,Other_Region,Other_Region
wcpfc,2018,8,,0.0,0,4.0,32.0,Other_Region,Other_Region
wcpfc,2018,10,,0.0,0,4.0,30.0,Other_Region,Other_Region
wcpfc,2018,12,,0.0,0,4.0,28.0,Other_Region,Other_Region
wcpfc,2019,7,,0.0,0,4.0,32.0,Other_Region,Other_Region
wcpfc,2019,11,,0.0,0,4.0,31.0,Other_Region,Other_Region
iccat,2018,4,MEX,37971.0,0,4.0,-20.0,Other_Region,Other_Region
iccat,2018,3,VCT,2400.0,0,4.0,-13.0,Other_Region,Other_Region
,2018,5,CHN,0.0,89,4.0,-10.0,Other_Region,Other_Region
,2018,12,JPN,0.0,128,4.0,28.0,Other_Region,Other_Region
,2018,9,USA,0.0,3,4.0,-33.0,Other_Region,Other_Region
,2019,12,BLZ,0.0,2,4.0,-6.0,Other_Region,Other_Region
iattc,2017,6,USA,7920.0,2,4.0,-30.0,Other_Region,Other_Region
,2019,8,VUT,0.0,1,4.0,30.0,Other_Region,Other_Region
iattc,2019,11,USA,60959.0,20,4.0,-27.0,Other_Region,Other_Region
,2017,11,TWN,0.0,109,4.0,24.0,Other_Region,Other_Region
wcpfc,2017,2,,0.0,0,4.0,-32.0,Other_Region,Other_Region
wcpfc,2019,8,,0.0,0,4.0,26.0,Other_Region,Other_Region
wcpfc,2019,10,,0.0,0,4.0,30.0,Other_Region,Other_Region
iccat,2019,12,JPN,43780.0,0,4.0,-4.0,Other_Region,Other_Region
iccat,2018,8,MEX,19629.0,0,4.0,-19.8,Other_Region,Other_Region
iccat,2018,11,MEX,4400.0,0,4.0,-19.6,Other_Region,Other_Region
,2019,10,KOR,0.0,1,4.0,24.0,Other_Region,Other_Region
wcpfc,2019,12,USA,440220.0,52,4.0,-31.0,Other_Region,Other_Region
iattc,2017,11,JPN,34512.0,10,4.0,-28.0,Other_Region,Other_Region
,2018,11,CHN,0.0,1,4.0,-32.0,Other_Region,Other_Region
,2018,8,JPN,0.0,1,4.0,35.0,Other_Region,Other_Region
,2019,1,VEN,0.0,1,4.0,-10.0,Other_Region,Other_Region
iccat,2019,8,JPN,51684.0,14,4.0,-4.0,Other_Region,Other_Region
iccat,2019,8,TWN,27040.0,5,4.0,-13.0,Other_Region,Other_Region
,2017,8,BLZ,0.0,1,4.0,-6.0,Other_Region,Other_Region
,2018,5,JPN,0.0,1,4.0,24.0,Other_Region,Other_Region
,2018,12,PRT,0.0,7,4.0,-5.0,Other_Region,Other_Region
,2019,9,TWN,0.0,1,4.0,35.0,Other_Region,Other_Region
,2019,11,JPN,0.0,1,4.0,31.0,Other_Region,Other_Region
wcpfc,2018,3,USA,535856.0,152,4.0,-32.0,Other_Region,Other_Region
,2019,6,JPN,0.0,25,4.0,28.0,Other_Region,Other_Region
,2019,1,ESP,0.0,1,4.0,-4.0,Other_Region,Other_Region
wcpfc,2017,4,,0.0,0,4.0,-32.0,Other_Region,Other_Region
wcpfc,2017,5,,0.0,0,4.0,30.0,Other_Region,Other_Region
wcpfc,2017,12,,0.0,0,4.0,26.0,Other_Region,Other_Region
wcpfc,2018,7,,0.0,0,4.0,33.0,Other_Region,Other_Region
wcpfc,2018,12,,0.0,0,4.0,32.0,Other_Region,Other_Region
iccat,2019,4,MEX,1260.0,0,4.0,-19.6,Other_Region,Other_Region
,2018,5,CHN,0.0,1,4.0,29.0,Other_Region,Other_Region
,2019,9,,0.0,2,4.0,-32.0,Other_Region,Other_Region
wcpfc,2018,2,JPN,259600.0,123,4.0,30.0,Other_Region,Other_Region
,2017,5,KOR,0.0,6,4.0,-12.0,Other_Region,Other_Region
,2019,9,JPN,0.0,1,4.0,-10.0,Other_Region,Other_Region
,2017,1,CHN,0.0,6,4.0,34.0,Other_Region,Other_Region
iattc,2019,4,USA,132851.0,22,4.0,-28.0,Other_Region,Other_Region
iattc,2017,11,JPN,37648.0,13,4.0,-29.0,Other_Region,Other_Region
iattc,2017,3,USA,159385.0,29,4.0,-28.0,Other_Region,Other_Region
,2017,10,CHN,0.0,1,4.0,30.0,Other_Region,Other_Region
wcpfc,2017,1,,0.0,0,4.0,33.0,Other_Region,Other_Region
wcpfc,2017,2,,0.0,0,4.0,27.0,Other_Region,Other_Region
wcpfc,2017,10,,0.0,0,4.0,32.0,Other_Region,Other_Region
wcpfc,2018,6,,0.0,0,4.0,24.0,Other_Region,Other_Region
wcpfc,2018,12,,0.0,0,4.0,-36.0,Other_Region,Other_Region
iccat,2018,5,MEX,576.0,0,4.0,-19.6,Other_Region,Other_Region
iccat,2017,3,VCT,800.0,0,4.0,-11.0,Other_Region,Other_Region
iccat,2018,6,VCT,800.0,0,4.0,-11.0,Other_Region,Other_Region
iccat,2018,6,VCT,2400.0,0,4.0,-11.0,Other_Region,Other_Region
,2019,6,JPN,0.0,10,4.0,27.0,Other_Region,Other_Region
,2019,1,TWN,0.0,1,4.0,23.0,Other_Region,Other_Region
,2018,10,,0.0,4,4.0,27.0,Other_Region,Other_Region
,2018,6,USA,0.0,23,4.0,-31.0,Other_Region,Other_Region
,2017,12,JPN,0.0,2,4.0,32.0,Other_Region,Other_Region
,2017,8,JPN,0.0,26,4.0,32.0,Other_Region,Other_Region
,2017,4,CHN,0.0,4,4.0,-10.0,Other_Region,Other_Region
,2017,7,JPN,0.0,6,4.0,27.0,Other_Region,Other_Region
,2018,4,CHN,0.0,23,4.0,-10.0,Other_Region,Other_Region
,2017,3,JPN,0.0,8,4.0,31.0,Other_Region,Other_Region
iccat,2018,1,JPN,6290.0,2,4.0,-4.0,Other_Region,Other_Region
,2018,1,TWN,0.0,1,4.0,31.0,Other_Region,Other_Region
iattc,2018,11,JPN,59355.0,19,4.0,-28.0,Other_Region,Other_Region
,2017,8,BLZ,0.0,1,4.0,-5.0,Other_Region,Other_Region
,2019,12,TWN,0.0,1,4.0,-30.0,Other_Region,Other_Region
wcpfc,2017,6,,0.0,0,4.0,31.0,Other_Region,Other_Region
wcpfc,2017,10,,0.0,0,4.0,28.0,Other_Region,Other_Region
wcpfc,2018,2,,0.0,0,4.0,33.0,Other_Region,Other_Region
wcpfc,2018,3,,0.0,0,4.0,29.0,Other_Region,Other_Region
wcpfc,2018,9,,0.0,0,4.0,-36.0,Other_Region,Other_Region
wcpfc,2019,6,,0.0,0,4.0,32.0,Other_Region,Other_Region
wcpfc,2019,10,,0.0,0,4.0,29.0,Other_Region,Other_Region
iccat,2017,7,MEX,51492.0,0,4.0,-19.0,Other_Region,Other_Region
iccat,2018,10,MEX,2592.0,0,4.0,-19.8,Other_Region,Other_Region
iccat,2019,6,MEX,18340.0,0,4.0,-20.2,Other_Region,Other_Region
iccat,2019,8,TWN,11200.0,0,4.0,-7.0,Other_Region,Other_Region
iccat,2017,8,VCT,2400.0,0,4.0,-9.0,Other_Region,Other_Region
iccat,2017,8,VCT,800.0,0,4.0,-9.0,Other_Region,Other_Region
wcpfc,2017,8,USA,162547.0,39,4.0,-31.0,Other_Region,Other_Region
,2019,3,BLZ,0.0,4,4.0,-7.0,Other_Region,Other_Region
,2019,5,JPN,0.0,3,4.0,-36.0,Other_Region,Other_Region
,2019,5,CHN,0.0,3,4.0,30.0,Other_Region,Other_Region
iccat,2017,7,TWN,11850.0,1,4.0,-8.0,Other_Region,Other_Region
,2018,11,ESP,0.0,2,4.0,-6.0,Other_Region,Other_Region
,2018,2,CHN,0.0,1,4.0,-2.0,Other_Region,Other_Region
wcpfc,2017,2,JPN,186301.0,69,4.0,31.0,Other_Region,Other_Region
,2019,3,JPN,0.0,8,4.0,27.0,Other_Region,Other_Region
,2018,2,CHN,0.0,22,4.0,34.0,Other_Region,Other_Region
,2019,3,CHN,0.0,21,4.0,34.0,Other_Region,Other_Region
,2018,1,TWN,0.0,2,4.0,25.0,Other_Region,Other_Region
,2019,6,JPN,0.0,5,4.0,35.0,Other_Region,Other_Region
wcpfc,2017,2,,0.0,0,4.0,25.0,Other_Region,Other_Region
wcpfc,2019,11,,0.0,0,4.0,29.0,Other_Region,Other_Region
,2017,4,,0.0,3,4.0,32.0,Other_Region,Other_Region
wcpfc,2018,12,USA,1020834.0,148,4.0,-32.0,Other_Region,Other_Region
iattc,2017,10,JPN,43904.0,15,4.0,-29.0,Other_Region,Other_Region
,2017,5,JPN,0.0,6,4.0,27.0,Other_Region,Other_Region
,2019,12,ESP,0.0,8,4.0,-5.0,Other_Region,Other_Region
,2019,7,,0.0,2,4.0,-32.0,Other_Region,Other_Region
,2019,6,TWN,0.0,16,4.0,30.0,Other_Region,Other_Region
,2018,4,KOR,0.0,1,4.0,-12.0,Other_Region,Other_Region
,2019,9,CHN,0.0,1,4.0,23.0,Other_Region,Other_Region
iccat,2018,8,VCT,2400.0,15,4.0,-7.0,Other_Region,Other_Region
,2018,8,,0.0,1,4.0,32.0,Other_Region,Other_Region
,2019,10,TWN,0.0,44,4.0,34.0,Other_Region,Other_Region
wcpfc,2019,7,USA,326599.0,51,4.0,-31.0,Other_Region,Other_Region
iattc,2019,8,USA,65044.0,8,4.0,-27.0,Other_Region,Other_Region
,2019,12,CHN,0.0,2,4.0,22.0,Other_Region,Other_Region
wcpfc,2018,7,,0.0,0,4.0,23.0,Other_Region,Other_Region
wcpfc,2019,6,,0.0,0,4.0,-31.0,Other_Region,Other_Region
wcpfc,2019,7,,0.0,0,4.0,-33.0,Other_Region,Other_Region
wcpfc,2019,11,,0.0,0,4.0,33.0,Other_Region,Other_Region
iccat,2017,10,MEX,22607.0,0,4.0,-20.0,Other_Region,Other_Region
iccat,2019,4,USA,36640.0,0,4.0,-17.0,Other_Region,Other_Region
,2019,8,JPN,0.0,16,4.0,34.0,Other_Region,Other_Region
iattc,2018,8,USA,112955.0,27,4.0,-30.0,Other_Region,Other_Region
,2019,2,VUT,0.0,4,4.0,35.0,Other_Region,Other_Region
,2019,1,CHN,0.0,4,4.0,28.0,Other_Region,Other_Region
,2019,11,JPN,0.0,1,4.0,25.0,Other_Region,Other_Region
iattc,2017,6,USA,38656.0,1,4.0,-28.0,Other_Region,Other_Region
iccat,2019,9,JPN,17695.0,5,4.0,-6.0,Other_Region,Other_Region
,2018,4,CHN,0.0,10,4.0,32.0,Other_Region,Other_Region
iccat,2017,1,TWN,5696.0,1,4.0,-10.0,Other_Region,Other_Region
wcpfc,2017,5,,0.0,0,4.0,23.0,Other_Region,Other_Region
wcpfc,2017,7,,0.0,0,4.0,-31.0,Other_Region,Other_Region
wcpfc,2017,11,,0.0,0,4.0,24.0,Other_Region,Other_Region
wcpfc,2019,2,,0.0,0,4.0,34.0,Other_Region,Other_Region
iccat,2018,6,MEX,24478.0,0,4.0,-20.0,Other_Region,Other_Region
iccat,2018,9,MEX,8715.0,0,4.0,-20.2,Other_Region,Other_Region
iccat,2019,8,MEX,29543.0,0,4.0,-19.6,Other_Region,Other_Region
iccat,2019,10,MEX,9524.0,0,4.0,-20.0,Other_Region,Other_Region
,2019,12,TWN,0.0,26,4.0,35.0,Other_Region,Other_Region
,2017,7,TWN,0.0,28,4.0,24.0,Other_Region,Other_Region
iccat,2019,7,TWN,47600.0,15,4.0,-13.0,Other_Region,Other_Region
,2017,1,JPN,0.0,2,4.0,32.0,Other_Region,Other_Region
,2019,4,CHN,0.0,50,4.0,-10.0,Other_Region,Other_Region
iattc,2018,6,USA,38700.0,11,4.0,-28.0,Other_Region,Other_Region
,2018,12,JPN,0.0,5,4.0,26.0,Other_Region,Other_Region
,2019,4,USA,0.0,5,4.0,-33.0,Other_Region,Other_Region
,2019,1,,0.0,2,4.0,31.0,Other_Region,Other_Region
,2018,9,JPN,0.0,1,4.0,35.0,Other_Region,Other_Region
iattc,2018,5,USA,400422.0,101,4.0,-30.0,Other_Region,Other_Region
wcpfc,2019,2,CHN,220688.0,26,4.0,34.0,Other_Region,Other_Region
,2017,7,TWN,0.0,13,4.0,29.0,Other_Region,Other_Region
wcpfc,2018,7,,0.0,0,4.0,28.0,Other_Region,Other_Region
wcpfc,2019,7,,0.0,0,4.0,30.0,Other_Region,Other_Region
wcpfc,2019,10,,0.0,0,4.0,-36.0,Other_Region,Other_Region
iccat,2017,10,BLZ,34800.0,0,4.0,-7.0,Other_Region,Other_Region
iccat,2019,8,JPN,9353.0,0,4.0,-5.0,Other_Region,Other_Region
iccat,2017,10,MEX,2468.0,0,4.0,-18.0,Other_Region,Other_Region
iccat,2017,8,VCT,800.0,0,4.0,-8.0,Other_Region,Other_Region
iccat,2017,8,VCT,2400.0,0,4.0,-8.0,Other_Region,Other_Region
,2017,3,JPN,0.0,49,4.0,29.0,Other_Region,Other_Region
,2017,12,CHN,0.0,2,4.0,33.0,Other_Region,Other_Region
,2018,11,TWN,0.0,5,4.0,31.0,Other_Region,Other_Region
,2018,4,CHN,0.0,1,4.0,17.0,Other_Region,Other_Region
,2018,11,ESP,0.0,10,4.0,-5.0,Other_Region,Other_Region
,2017,12,TWN,0.0,1,4.0,25.0,Other_Region,Other_Region
,2018,3,JPN,0.0,12,4.0,32.0,Other_Region,Other_Region
,2019,12,USA,0.0,6,4.0,-34.0,Other_Region,Other_Region
,2017,2,JPN,0.0,61,4.0,30.0,Other_Region,Other_Region
,2019,6,ESP,0.0,2,4.0,-4.0,Other_Region,Other_Region
,2019,12,CHN,0.0,1,4.0,23.0,Other_Region,Other_Region
iattc,2019,10,JPN,54400.0,21,4.0,-28.0,Other_Region,Other_Region
wcpfc,2017,3,,0.0,0,4.0,-32.0,Other_Region,Other_Region
wcpfc,2017,4,,0.0,0,4.0,23.0,Other_Region,Other_Region
wcpfc,2018,7,,0.0,0,4.0,31.0,Other_Region,Other_Region
wcpfc,2019,5,,0.0,0,4.0,26.0,Other_Region,Other_Region
wcpfc,2019,8,,0.0,0,4.0,25.0,Other_Region,Other_Region
iccat,2019,7,MEX,9918.0,0,4.0,-19.4,Other_Region,Other_Region
iccat,2019,5,VCT,2400.0,0,4.0,-14.0,Other_Region,Other_Region
,2018,4,TWN,0.0,8,4.0,35.0,Other_Region,Other_Region
,2017,6,CHN,0.0,2,4.0,23.0,Other_Region,Other_Region
,2018,1,TWN,0.0,7,4.0,27.0,Other_Region,Other_Region
iccat,2017,12,JPN,122043.0,39,4.0,-4.0,Other_Region,Other_Region
,2018,12,CHN,0.0,2,4.0,-35.0,Other_Region,Other_Region
iccat,2018,8,BLZ,30000.0,3,4.0,-8.0,Other_Region,Other_Region
,2017,6,JPN,0.0,162,4.0,30.0,Other_Region,Other_Region
wcpfc,2019,11,USA,812789.0,105,4.0,-32.0,Other_Region,Other_Region
wcpfc,2019,9,TWN,210873.0,96,4.0,32.0,Other_Region,Other_Region
,2019,9,TWN,0.0,25,4.0,27.0,Other_Region,Other_Region
,2019,1,CHN,0.0,5,4.0,-36.0,Other_Region,Other_Region
,2019,10,JPN,0.0,1,4.0,-36.0,Other_Region,Other_Region
,2018,10,TWN,0.0,29,4.0,31.0,Other_Region,Other_Region
,2018,7,TWN,0.0,7,4.0,23.0,Other_Region,Other_Region
iattc,2019,10,JPN,6464.0,3,4.0,-29.0,Other_Region,Other_Region
,2018,5,TWN,0.0,1,4.0,-13.0,Other_Region,Other_Region
wcpfc,2018,8,USA,177760.0,58,4.0,-32.0,Other_Region,Other_Region
wcpfc,2019,10,USA,174918.0,28,4.0,-33.0,Other_Region,Other_Region
,2019,11,JPN,0.0,2,4.0,32.0,Other_Region,Other_Region
,2017,9,USA,0.0,6,4.0,-31.0,Other_Region,Other_Region
iccat,2017,6,JPN,6460.0,2,4.0,-4.0,Other_Region,Other_Region
wcpfc,2017,5,TWN,408274.0,3,4.0,27.0,Other_Region,Other_Region
wcpfc,2017,2,,0.0,0,4.0,30.0,Other_Region,Other_Region
wcpfc,2018,1,,0.0,0,4.0,-36.0,Other_Region,Other_Region
wcpfc,2018,4,,0.0,0,4.0,35.0,Other_Region,Other_Region
wcpfc,2018,5,,0.0,0,4.0,23.0,Other_Region,Other_Region
wcpfc,2018,6,,0.0,0,4.0,28.0,Other_Region,Other_Region
wcpfc,2018,9,,0.0,0,4.0,31.0,Other_Region,Other_Region
wcpfc,2019,10,,0.0,0,4.0,28.0,Other_Region,Other_Region
wcpfc,2019,12,,0.0,0,4.0,30.0,Other_Region,Other_Region
iccat,2018,5,BLZ,104000.0,0,4.0,-11.0,Other_Region,Other_Region
iccat,2018,2,MEX,700.0,0,4.0,-20.2,Other_Region,Other_Region
iccat,2019,10,MEX,1644.0,0,4.0,-19.4,Other_Region,Other_Region
iccat,2017,7,VCT,800.0,0,4.0,-11.0,Other_Region,Other_Region
iccat,2017,7,VCT,2400.0,0,4.0,-11.0,Other_Region,Other_Region
,2018,4,JPN,0.0,12,4.0,29.0,Other_Region,Other_Region
,2019,5,TWN,0.0,2,4.0,23.0,Other_Region,Other_Region
iccat,2019,7,JPN,73508.0,18,4.0,-4.0,Other_Region,Other_Region
iccat,2019,5,TWN,102840.0,26,4.0,-10.0,Other_Region,Other_Region
,2019,12,JPN,0.0,8,4.0,35.0,Other_Region,Other_Region
,2019,1,TWN,0.0,91,4.0,24.0,Other_Region,Other_Region
iccat,2019,8,TWN,41900.0,6,4.0,-8.0,Other_Region,Other_Region
,2018,8,BLZ,0.0,13,4.0,-7.0,Other_Region,Other_Region
,2017,4,TWN,0.0,15,4.0,29.0,Other_Region,Other_Region
,2018,11,TWN,0.0,6,4.0,27.0,Other_Region,Other_Region
,2018,7,USA,0.0,19,4.0,-31.0,Other_Region,Other_Region
iccat,2019,10,JPN,106531.0,27,4.0,-4.0,Other_Region,Other_Region
,2018,4,CHN,0.0,4,4.0,16.0,Other_Region,Other_Region
,2018,5,TWN,0.0,24,4.0,33.0,Other_Region,Other_Region
,2019,4,CHN,0.0,1,4.0,24.0,Other_Region,Other_Region
,2019,6,VCT,0.0,17,4.0,-13.0,Other_Region,Other_Region
wcpfc,2018,1,USA,190903.0,77,4.0,-33.0,Other_Region,Other_Region
,2019,12,JPN,0.0,33,4.0,27.0,Other_Region,Other_Region
,2018,12,JPN,0.0,21,4.0,32.0,Other_Region,Other_Region
,2017,7,TWN,0.0,5,4.0,30.0,Other_Region,Other_Region
,2019,8,USA,0.0,2,4.0,-29.0,Other_Region,Other_Region
,2017,8,TWN,0.0,3,4.0,23.0,Other_Region,Other_Region
wcpfc,2017,6,,0.0,0,4.0,26.0,Other_Region,Other_Region
wcpfc,2017,9,,0.0,0,4.0,27.0,Other_Region,Other_Region
wcpfc,2018,7,,0.0,0,4.0,27.0,Other_Region,Other_Region
wcpfc,2019,3,,0.0,0,4.0,28.0,Other_Region,Other_Region
wcpfc,2019,7,,0.0,0,4.0,29.0,Other_Region,Other_Region
wcpfc,2019,9,,0.0,0,4.0,31.0,Other_Region,Other_Region
wcpfc,2019,10,,0.0,0,4.0,31.0,Other_Region,Other_Region
